year,current_round,team1,team2,seed1,seed2,team1_won,kadj_em_diff,kadj_o_diff,kadj_d_diff,barthag_diff,elite_sos_diff,talent_diff,exp_diff,o_rate_diff,d_rate_diff,relative_rating_diff,injury_rank_diff,roster_rank_diff,net_rpi_diff,resume_diff,wab_rank_diff,elo_diff,b_power_diff
2012,32,North Carolina St.,Georgetown,11,3,1,-7.194600000000001,1.8539999999999992,9.0488,-0.08400000000000007,-4.224999999999998,-20.495000000000005,0.46399999999999997,0.08993679900000018,-7.74022686,-7.650290069999999,,,34,66,35,27,30.0
2012,32,Purdue,Kansas,10,2,0,-10.9247,0.0759999999999934,11.000099999999989,-0.09099999999999997,-0.597999999999999,3.0720000000000027,-0.22399999999999998,-1.1653256900000013,-8.432902378,-9.59822807,,,41,26,32,42,29.0
2012,64,Kentucky,Western Kentucky,1,16,1,34.56205,22.378500000000003,-12.183800000000005,0.56,12.775,61.861,-0.07599999999999996,22.310748288,12.023359419,34.334107707,,,-187,-219,-217,-161,-200.0
2012,64,Iowa St.,Connecticut,8,9,1,1.4375999999999998,1.7179999999999893,0.2804000000000002,-0.0030000000000000027,-2.2959999999999994,-3.7340000000000018,1.0819999999999999,1.1092916730000004,-0.7656575569999999,0.3436341200000008,,,1,-10,-13,-29,-8.0
2012,64,Wichita St.,VCU,5,12,0,10.6031,9.796999999999997,-0.8056000000000125,0.1100000000000001,4.014000000000001,-22.943000000000005,1.07,7.3401370109999995,-0.9115846859999994,6.428552330000002,,,-26,-62,-14,-6,-41.0
2012,64,Indiana,New Mexico St.,4,13,1,10.886999999999999,10.405999999999992,-0.4805999999999955,0.19000000000000006,17.567,59.973,-0.3719999999999999,8.812146595,0.8661366250000002,9.67828322,,,-42,-116,-73,-37,-45.0
2012,64,UNLV,Colorado,6,11,0,7.719939999999999,5.36099999999999,-2.3592000000000013,0.11399999999999999,1.3500000000000014,17.998999999999995,0.55,3.806459557,3.3919162930000004,7.198375846999999,,,-44,-38,-34,-19,-56.0
2012,64,Baylor,South Dakota St.,3,14,1,9.7064,1.9000000000000057,-7.806600000000003,0.14300000000000002,18.008000000000003,54.372,0.09200000000000008,1.4678127599999993,4.546224296,6.014037059999998,,,-35,-130,-56,-24,-42.0
2012,64,Notre Dame,Xavier,7,10,0,2.6052999999999997,2.663000000000011,0.05689999999999884,-0.0020000000000000018,2.091000000000001,7.745999999999995,-0.5050000000000001,3.243049106000001,-0.3358815289999999,2.9071675799999994,,,-2,-14,-16,-20,-14.0
2012,64,Duke,Lehigh,2,15,0,11.95767,9.303000000000011,-2.6551999999999936,0.20600000000000007,18.232,69.629,-0.32800000000000007,7.7630149269999995,3.314540883,11.077555811999998,,,-86,-114,-67,-34,-71.0
2012,64,Michigan St.,LIU Brooklyn,1,16,1,28.275029,6.9879999999999995,-21.287300000000002,0.42099999999999993,24.358999999999995,56.021,-0.29900000000000015,5.080164112,16.780852274,21.861016385,,,-77,-151,-87,-63,-161.0
2012,64,Memphis,Saint Louis,8,9,0,1.9769000000000005,3.070999999999998,1.094300000000004,-0.01200000000000001,0.9259999999999984,50.58999999999999,-0.46099999999999985,4.348672083,0.5268110899999989,4.8754831700000025,,,-15,-38,-6,-10,-4.0
2012,64,New Mexico,Long Beach St.,5,12,1,4.315900000000001,-1.176000000000002,-5.4924000000000035,0.09899999999999998,-2.785999999999998,32.873,-0.8030000000000002,2.401143525,3.0970051719999994,5.4981487,,,-7,-84,-17,-24,-16.0
2012,64,Louisville,Davidson,4,13,1,8.1223,-6.561000000000007,-14.683400000000006,0.10999999999999999,14.934,47.02199999999999,0.21100000000000008,-1.923318847,13.412973303,11.489654459999999,,,-50,-83,-51,-33,-48.0
2012,64,Murray St.,Colorado St.,6,11,1,5.562530000000001,-3.0630000000000024,-8.625599999999991,0.09499999999999997,-10.931999999999999,-12.693000000000001,0.11099999999999977,1.9348841729999995,7.124977175,9.059861350999999,,,-7,-5,-50,-54,-39.0
2012,64,Marquette,BYU,3,14,1,6.402900000000001,5.527999999999992,-0.8748999999999967,0.07900000000000007,11.166,40.208,-0.02200000000000002,7.189350077,1.6073529210000004,8.796702999999999,,,-36,-49,-41,-30,-30.0
2012,64,Florida,Virginia,7,10,1,2.9276000000000018,14.084999999999994,11.157600000000002,0.03200000000000003,4.644000000000002,23.96,-0.2490000000000001,11.80472278,-8.973187632,2.8315351500000006,,,-23,-21,-13,-14,-8.0
2012,64,Missouri,Norfolk St.,2,15,0,29.12666,24.9581,-4.168500000000009,0.5069999999999999,15.424000000000001,54.071000000000005,0.16800000000000015,22.508963163,5.448926449,27.957889607000002,,,-118,-155,-91,-104,-186.0
